gid,nx,ny,dist_dfs_m
라바1849,73,107,1361.8774040810242
라바1850,73,107,1296.5526114609263
라바1851,73,107,1872.801987617972
라바1852,73,107,2708.0852821441026
라바1853,73,108,2149.3852714184504
라바1854,73,108,1496.26073091294
라바1855,73,108,1362.9876392519805
라바1856,73,108,1864.584252490417
라바1857,73,108,2663.759291774842
라바1858,73,109,2292.285020871241
라바1859,73,109,1632.428919290915
라바1860,73,109,1440.5130114524977
라바1861,73,109,1866.904201021194
라바1862,73,109,2625.944564421957
라바1863,73,110,2435.7567829411346
라바1864,73,110,1770.084323094788
라바1865,73,110,1527.5751752657288
라바1866,73,110,1879.8333227470757
라바1867,73,110,2595.006883715822
라바1868,73,111,2579.7824430950177
라바1869,73,111,1909.0111663234688
라바1870,73,111,1622.766099163426
라바1871,73,111,1903.2645617571075
라바1872,73,111,2571.276370110157
라바1873,73,112,2724.347365876168
라바1874,73,112,2049.049529034376
라바1875,73,112,1724.8592333624156
라바1876,73,112,1936.9240504973761
라바1877,73,112,2555.0362384660502
라바1878,73,113,2869.4395429131287
라바1879,73,113,2190.078512808093
라바1880,73,113,1832.8132731115604
라바1881,73,113,1980.395186805935
라바1882,73,113,2546.5124578046575
라바1883,73,114,3015.0489778769843
라바1884,73,114,2332.005071049442
라바1885,73,114,1945.7581976709178
라바1886,73,114,2033.150824756207
라바1887,73,114,2545.8651945085603
라바1888,73,115,3161.1672351117595
라바1889,73,115,2474.7564253433798
라바1890,73,115,2062.9736889288147
라바1891,73,115,2094.588627307706
라바1892,73,115,2553.1828360070485
라바1893,73,115,3263.4619149785117
라바1894,73,116,2618.274806891721
라바1895,73,116,2183.8659317643023
라바1896,73,116,2164.0651218107214
라바1897,73,116,2568.4791793889513
라바1898,73,116,3242.06612185369
라바1899,73,117,2762.513739409589
라바1900,73,97,1602.9409374905651
라바1901,73,97,2529.3896944000367
라바1902,73,98,1806.378131156969
라바1903,73,98,947.1837826784545
라바1904,73,98,728.9117118115114
라바1905,73,98,1471.5527340407853
라바1906,73,98,2408.24056408612
라바1907,73,99,1866.09811040131
라바1908,73,99,959.6349170922512
라바1909,73,99,599.5633332367515
라바1910,73,99,1340.9150633135853
라바1911,73,99,2288.368463224528
라바1912,73,100,1934.5785412817274
라바1913,73,100,992.097623193682
라바1914,73,100,475.3117456000533
라바1915,73,100,1211.439151201655
라바1916,73,100,2170.0802700874924
라바1917,73,101,2011.022096811419
라바1918,73,101,1042.8950635057386
라바1919,73,101,362.0087749012175
라바1920,73,101,1083.7299445555254
라바1921,73,101,2053.7504308817965
라바1922,73,102,2094.6507432068147
라바1923,73,102,1109.691052924315
라바1924,73,102,274.3478264242096
라바1925,73,102,958.7070599443301
라바1926,73,102,1939.8380663628895
라바1927,73,103,2184.7293630199574
라바1928,73,103,1189.9614182066687
라바1929,73,103,242.84555585652143
라바1930,73,103,837.8184476234094
라바1931,73,103,1828.9082914014405
라바1932,73,104,2280.5799224008133
라바1933,73,104,1281.3314769932326
라바1934,73,104,287.3602711051397
라바1935,73,104,723.4234561344964
라바1936,73,104,1721.6582321591995
라바1937,73,105,2381.5881464048716
라바1938,73,105,1381.7450623782347
라바1939,73,105,382.722792262326
라바1940,73,105,619.4627139929498
라바1941,73,105,1618.9476125983665
라바1942,73,106,2487.204800824452
라바1943,73,106,1489.5080479189887
라바1944,73,106,501.07956293055014
라바1945,73,106,532.4727523149949
라바1946,73,106,1521.8323611781755
라바1947,73,106,2519.607159677948
라바1948,73,107,1603.2634837688943
라바1949,73,107,629.914604471471
라바1950,73,107,472.36746232792984
라바1951,73,107,1431.5968811106732
라바1952,73,107,2424.0066502684117
라바1953,73,108,1721.9399772610898
라바1954,73,108,764.2096670230513
라바1955,73,108,450.50587682409184
라바1956,73,108,1349.7757869122577
라바1957,73,108,2332.559496522257
라바1958,73,109,1844.6961587308156
라바1959,73,109,901.752448104725
라바1960,73,109,472.66376769274746
라바1961,73,109,1278.1488946582642
라바1962,73,109,2245.8669053491976
라바1963,73,110,1970.8711208073175
라바1964,73,110,1041.4510934530151
라바1965,73,110,533.7675386127086
라바1966,73,110,1218.6858456956238
라바1967,73,110,2164.597559760485
라바1968,73,111,2099.943746925465
라바1969,73,111,1182.7129489854046
라바1970,73,111,622.7809399332513
라바1971,73,111,1173.4147939200936
라바1972,73,111,2089.4852136440036
라바1973,73,112,2231.5007205310762
라바1974,73,112,1325.1908799151518
라바1975,73,112,729.8398938739069
라바1976,73,112,1144.203510381548
라바1977,73,112,2021.3206266322616
라바1978,73,113,2365.2118996813915
라바1979,73,113,1468.6687619149045
라바1980,73,113,848.3799467543195
라바1981,73,113,1132.4791988752222
라바1982,73,113,1960.9359341180088
라바1983,73,114,2500.811548620358
라바1984,73,114,1613.0051810568423
라바1985,73,114,974.4295903345103
라바1986,73,114,1138.9645907238498
라바1987,73,114,1909.1798373453487
라바1988,73,115,2638.0840768455505
라바1989,73,115,1758.103715069238
라바1990,73,115,1105.6083164369168
라바1991,73,115,1163.53376650989
라바1992,73,115,1866.8829374770419
라바1993,73,115,2759.83567965144
라바1994,73,116,1903.8962905970618
라바1995,73,116,1240.45496849589
라바1996,73,116,1205.2534888491414
라바1997,73,116,1834.8142728624919
라바1998,73,116,2698.2310611615167
라바1999,73,117,2050.3333891472134
라바2000,73,97,2253.593217896417
라바2001,73,97,2984.4723099406883
라바2002,73,98,2361.2855827273725
라바2003,73,98,1791.5983837464994
라바2004,73,98,1686.4103694207975
라바2005,73,98,2116.1604616703603
라바2006,73,98,2848.208255199018
라바2007,73,99,2366.086747135693
라바2008,73,99,1742.6828487795697
라바2009,73,99,1573.378698181016
라바2010,73,99,1978.4078306428887
라바2011,73,99,2711.5815607885397
라바2012,73,100,2379.4930703680043
라바2013,73,100,1704.0102210632915
라바2014,73,100,1464.6891803543112
라바2015,73,100,1840.3744066373563
라바2016,73,100,2574.6148290889296
라바2017,73,101,2401.442122518747
라바2018,73,101,1676.4082162254474
라바2019,73,101,1361.5302960452361
라바2020,73,101,1702.1119195487324
라바2021,73,101,2437.3356819056976
라바2022,73,102,2431.7833320246227
라바2023,73,102,1660.5489064873066
라바2024,73,102,1265.415017991964
라바2025,73,102,1563.6903992424511
라바2026,73,102,2299.778285315006
라바2027,73,103,2470.287027640706
라바2028,73,103,1656.8897929882937
라바2029,73,103,1178.2400321189343
라바2030,73,103,1425.2071289698436
라바2031,73,103,2161.9854642539344
라바2032,73,104,2516.6567165543547
라바2033,73,104,1665.630991682764
라바2034,73,104,1102.3121934960477
라바2035,73,104,1286.801361285427
라바2036,73,104,2024.0116884252393
라바2037,73,105,2570.5432864712643
라바2038,73,105,1686.6979889514682
라바2039,73,105,1040.291989896763
라바2040,73,105,1148.6795647846297
라바2041,73,105,1885.927374228458
라바2042,73,106,2631.5598028541667
라바2043,73,106,1719.7539066881327
라바2044,73,106,994.9874386846949
라바2045,73,106,1011.1609697330905
라바2046,73,106,1747.8252230365595
라바2047,73,106,2662.2057609910685
라바2048,73,107,1764.2381198598878
라바2049,73,107,968.9554964529746
라바2050,73,107,874.7647481729638
라바2051,73,107,1609.8297969617122
라바2052,73,107,2533.3555979620123
라바2053,73,108,1819.4223054555748
라바2054,73,108,963.9692191511305
라바2055,73,108,740.3889419436252
라바2056,73,108,1472.1123989811247
라바2057,73,108,2405.421801912405
라바2058,73,109,1884.4726634158922
라바2059,73,109,980.5563618621954
라바2060,73,109,609.7084044156383
라바2061,73,109,1334.9149403769898
라바2062,73,109,2278.651236514342
라바2063,73,110,1958.5083211517992
라바2064,73,110,1017.861606134659
라바2065,73,110,486.1374851471716
라바2066,73,110,1198.5896127062863
라바2067,73,110,2153.3472699287486
라바2068,73,111,2040.6494130059239
라바2069,73,111,1073.916293873882
라바2070,73,111,377.2828987566302
라바2071,73,111,1063.6675068556892
라바2072,73,111,2029.885401836022
라바2073,73,112,2130.052196896829
라바2074,73,112,1146.1491019865564
라바2075,73,112,300.3217715454063
라바2076,73,112,930.9825825136327
라바2077,73,112,1908.7336041007227
라바2078,73,113,2225.9315736013555
라바2079,73,113,1231.8814765169616
라바2080,73,113,283.3594431385911
라바2081,73,113,801.9059644659189
라바2082,73,113,1790.4786448534421
라바2083,73,114,2327.573084658966
라바2084,73,114,1328.6548749890317
라바2085,73,114,336.2307083467905
라바2086,73,114,678.8066010570683
라바2087,73,114,1675.8596940203304
라바2088,73,115,2434.3370565038754
라바2089,73,115,1434.377210186417
라바2090,73,115,434.6021830782563
라바2091,73,115,565.9683153415954
라바2092,73,115,1565.8100812055147
라바2093,73,116,2545.6574323301516
라바2094,73,116,1547.3458586543045
라바2095,73,116,555.1456113593216
라바2096,73,116,471.26859998137223
라바2097,73,116,1461.5065982900283
라바2098,73,116,2459.656272807682
라바2099,73,117,1666.20882631111
라바2100,74,97,2806.7607547319076
라바2101,74,97,3449.9926232063685
라바2102,74,98,2929.223479301528
라바2103,74,98,2531.9323319256628
라바2104,74,98,2498.201848372085
라바2105,74,98,2841.011020212501
라바2106,74,98,3449.880397742515
라바2107,74,99,3065.481694138976
라바2108,74,99,2651.783561928943
라바2109,73,99,2567.4043049776196
라바2110,73,99,2833.7504974286157
라바2111,73,99,3386.549704069946
라바2112,73,100,3095.3804954271723
라바2113,73,100,2612.0957051819105
라바2114,73,100,2462.662692004043
라바2115,73,100,2703.0299843226703
라바2116,73,100,3247.773800267844
라바2117,73,101,3080.5257119119933
라바2118,73,101,2555.9849180642154
라바2119,73,101,2361.456995372259
라바2120,73,101,2572.9165125618474
라바2121,73,101,3108.5880428635537
라바2122,73,102,3072.3897232949944
라바2123,73,102,2506.6773044674305
라바2124,73,102,2264.3505924780106
라바2125,73,102,2443.590821430407
라바2126,73,102,2969.0046479421926
라바2127,73,103,3071.0899707137073
라바2128,73,103,2464.6621260118304
라바2129,73,103,2171.986460035143
라바2130,73,103,2315.2734114473024
라바2131,73,103,2829.038132817171
라바2132,73,104,3076.699087577236
라바2133,73,104,2430.399729874606
라바2134,73,104,2085.091944843324
라바2135,73,104,2188.2353598108402
라바2136,73,104,2688.7059269102742
라바2137,73,105,3089.243188249961
라바2138,73,105,2404.304638447304
라바2139,73,105,2004.4795116861787
라바2140,73,105,2062.8125050716803
라바2141,73,105,2548.0291892736514
라바2142,73,106,3108.7017017963494
라바2143,73,106,2386.728466818702
라바2144,73,106,1931.0409829659202
라바2145,73,106,1939.4240849966832
라바2146,73,106,2407.0339185471516
라바2147,73,106,3134.686393980695
라바2148,73,107,2377.944172756529
라바2149,73,107,1865.7323225174641
라바2150,73,107,1818.5971818481655
라바2151,73,107,2265.752484356084
라바2152,73,107,2993.3213878408455
라바2153,73,108,2378.1332523407173
라바2154,73,108,1809.546046877558
라바2155,73,108,1700.998537815879
라바2156,73,108,2124.2257779090523
라바2157,73,108,2851.538932824674
라바2158,73,109,2387.3773309402404
라바2159,73,109,1763.469330585022
라바2160,73,109,1587.475240607117
라바2161,73,109,1982.5062923398914
라바2162,73,109,2709.351353884155
라바2163,73,110,2405.6551525955224
라바2164,73,110,1728.4282219495187
라바2165,73,110,1479.104973845252
라바2166,73,110,1840.6626330960144
라바2167,73,110,2566.7735260630498
라바2168,73,111,2432.8453122530177
라바2169,73,111,1705.2221241814439
라바2170,73,111,1377.2540333011436
라바2171,73,111,1698.7862878215903
라바2172,73,111,2423.823638620816
라바2173,73,112,2468.7343431967934
라바2174,73,112,1694.457039809179
라바2175,73,112,1283.6354865141686
라바2176,73,112,1557.0020760159725
라바2177,73,112,2280.5242527098085
라바2178,73,113,2513.0291304153952
라바2179,73,113,1696.4893197855858
라바2180,73,113,1200.348538540687
라바2181,73,113,1415.4847988611416
라바2182,73,113,2136.9037923213036
라바2183,73,114,2565.3722005090717
라바2184,73,114,1711.391784352146
라바2185,73,114,1129.8624482437176
라바2186,73,114,1274.4867454605217
라바2187,73,114,1992.9986896026344
라바2188,73,115,2625.35830179994
라바2189,73,115,1738.9500537002439
라바2190,73,115,1074.8899318992148
라바2191,73,115,1134.385050206726
라바2192,73,115,1848.856543533525
라바2193,73,116,2692.550813582376
라바2194,73,116,1778.6897782468989
라바2195,73,116,1038.0967058790286
라바2196,73,116,995.7671486214928
라바2197,73,116,1704.540893551887
라바2198,73,116,2611.391793911353
라바2199,73,117,1829.928058449893
라바2200,74,97,2036.8779922364772
라바2201,74,97,2858.9185229964905
라바2202,74,98,2157.1796778728985
라바2203,74,98,1575.9934341192534
라바2204,74,98,1521.2121634230293
라바2205,74,98,2035.784268508171
라바2206,74,98,2823.959760631253
라바2207,74,99,2296.157053721358
라바2208,74,99,1705.0264682900777
라바2209,74,99,1594.331615375272
라바2210,74,99,2043.6906179753607
라바2211,74,99,2794.8970256909106
라바2212,74,100,2435.6460118763907
라바2213,74,100,1835.827005289555
라바2214,74,100,1675.7535891447362
라바2215,74,100,2060.5919998176532
라바2216,74,100,2771.9900230508706
라바2217,74,101,2575.639197544565
라바2218,74,101,1968.1431919316447
라바2219,74,101,1764.4426802720898
라바2220,74,101,2086.367254340575
라바2221,74,101,2755.46705079257
라바2222,74,102,2716.1305538922556
라바2223,74,102,2101.783010517024
라바2224,74,102,1859.4672518786024
라바2225,74,102,2120.7887915395813
라바2226,74,102,2745.5184821506614
라바2227,74,103,2857.115007690154
라바2228,74,103,2236.5978152083917
라바2229,74,103,1960.008522129838
라바2230,74,103,2163.5380807021247
라바2231,74,103,2742.2911308748517
라바2232,74,104,2998.5882406031355
라바2233,74,104,2372.4709044005904
라바2234,74,104,2065.3583097785486
라바2235,74,104,2214.2248538292697
라바2236,74,104,2745.8839121235983
라바2237,74,105,3140.5465201378133
라바2238,74,105,2509.3094583602187
라바2239,74,105,2174.9104511410073
라바2240,74,105,2272.4077501955294
라바2241,74,105,2756.345133653446
라바2242,74,106,3282.986572903051
라바2243,74,106,2647.0387614093147
라바2244,74,106,2288.1493768862642
라바2245,74,106,2337.6143688569846
라바2246,74,106,2773.67162873118
라바2247,74,107,3425.905488277925
라바2248,74,107,2785.597999454821
라바2249,74,107,2404.638021516044
라바2250,74,107,2409.3592124202833
라바2251,74,107,2797.8097888220314
라바2252,74,107,3442.450786050873
라바2253,74,108,2924.937160557991
라바2254,74,108,2524.006278966669
라바2255,74,108,2487.1586196528165
라바2256,74,108,2828.6583926595717
라바2257,74,108,3437.536706045997
라바2258,74,109,3065.014719032098
라바2259,74,109,2645.940589138549
라바2260,74,109,2570.5423502868593
라바2261,73,109,2842.299157423937
라바2262,73,109,3389.5306548133567
라바2263,73,110,3120.672777206533
라바2264,73,110,2634.1765293199546
라바2265,73,110,2477.7355373086757
라바2266,73,110,2709.1439234681684
라바2267,73,110,3246.4978366366868
라바2268,73,111,3110.1804770626327
라바2269,73,111,2581.137109753749
라바2270,73,111,2377.2494523701816
라바2271,73,111,2576.889818801091
라바2272,73,111,3103.1286337641745
라바2273,73,112,3106.7951578843426
라바2274,73,112,2535.4903974444824
라바2275,73,112,2281.501031779903
라바2276,73,112,2445.7682556800723
라바2277,73,112,2959.445516135062
라바2278,73,113,3110.604354506903
라바2279,73,113,2497.7229734515217
라바2280,73,113,2191.2052970768655
라바2281,73,113,2316.0615828962573
라바2282,73,113,2815.475423014401
라바2283,73,114,3121.6458142878187
라바2284,73,114,2468.278732692871
라바2285,73,114,2107.160937058959
라바2286,73,114,2188.116662125321
라바2287,73,114,2671.2509877347206
라바2288,73,115,3139.9069287148905
라바2289,73,115,2447.5409286518566
라바2290,73,115,2030.245717606667
라바2291,73,115,2062.3624197251143
라바2292,73,115,2526.8121866748716
라바2293,73,116,3165.325892332177
라바2294,73,116,2435.815150660119
라바2295,73,116,1961.403296546191
라바2296,73,116,1939.3324457707486
라바2297,73,116,2382.2085926165328
라바2298,73,116,3096.5828298711676
라바2299,73,117,2433.3149293355646
라바2300,74,97,1555.5828413206984
라바2301,74,97,2538.5785672471334
라바2302,74,98,1651.2111111436636
라바2303,74,98,746.2099405150461
라바2304,74,98,622.2221605525187
라바2305,74,98,1489.1244269173144
라바2306,74,98,2459.232136379361
라바2307,74,99,1774.1184891679388
라바2308,74,99,884.4628063536181
라바2309,74,99,645.7960189086846
라바2310,74,99,1432.421216072177
라바2311,74,99,2384.6611043226
라바2312,74,100,1899.8930342546573
라바2313,74,100,1023.4660911776305
라바2314,74,100,696.6865421202475
라바2315,74,100,1386.8170161028877
라바2316,74,100,2315.4158879850434
라바2317,74,101,2028.0976641863383
라바2318,74,101,1163.1210098252695
라바2319,74,101,769.7537473217186
라바2320,74,101,1353.5845668205225
라바2321,74,101,2252.079378608484
라바2322,74,102,2158.3899480743485
라바2323,74,102,1303.3701720767374
라바2324,74,102,859.5931845764594
라바2325,74,102,1333.801739570486
라바2326,74,102,2195.257096103372
라바2327,74,103,2290.499056218201
라바2328,74,103,1444.1778098153675
라바2329,74,103,961.7240592757117
라바2330,74,103,1328.223168754556
라바2331,74,103,2145.5629577905734
라바2332,74,104,2424.208731414609
라바2333,74,104,1585.5203338370573
라바2334,74,104,1072.8287302988865
라바2335,74,104,1337.1792101654394
라바2336,74,104,2103.600483847305
라바2337,74,105,2559.3446633233493
라바2338,74,105,1727.381433947938
라바2339,74,105,1190.5663068533227
라바2340,74,105,1360.5328528487235
라바2341,74,105,2069.939891964743
라바2342,74,106,2695.765070462805
라바2343,74,106,1869.7493633289384
라바2344,74,106,1313.307293899874
라바2345,74,106,1397.7086301344243
라바2346,74,106,2045.0923649786305
라바2347,74,107,2833.3536222583257
라바2348,74,107,2012.6153504130561
라바2349,74,107,1439.9126184154932
라바2350,74,107,1447.78318426001
라바2351,74,107,2029.4836655119814
라바2352,74,107,2853.336949701847
라바2353,74,108,2155.9726278592716
라바2354,74,108,1569.5758264985298
라바2355,74,108,1509.6087500338203
라바2356,74,108,2023.4299793244154
라바2357,74,108,2812.4045200288906
라바2358,74,109,2299.8158159918157
라바2359,74,109,1701.7165336370037
라바2360,74,109,1581.9372725304186
라바2361,74,109,2027.1191152935291
라바2362,74,109,2777.750579327788
라바2363,74,110,2444.140518532521
라바2364,74,110,1835.9096900816153
라바2365,74,110,1663.5221386981068
라바2366,74,110,2040.599770102377
라바2367,74,110,2749.6888801362647
라바2368,74,111,2588.943049994284
라바2369,74,111,1971.8385732044526
라바2370,74,111,1753.1881249427386
라바2371,74,111,2063.780473815832
라바2372,74,111,2728.499786836489
라바2373,74,112,2734.2202473770703
라바2374,74,112,2109.263244537423
라바2375,74,112,1849.8709437002206
라바2376,74,112,2096.43830864067
라바2377,74,112,2714.421606074849
라바2378,74,113,2879.9693372187503
라바2379,74,113,2247.9990922870556
라바2380,74,113,1952.633210443437
라바2381,74,113,2138.235952866255
라바2382,74,113,2707.642798770377
라바2383,74,114,3026.1878399591537
라바2384,74,114,2387.902009252661
라바2385,74,114,2060.6647395607915
라바2386,74,114,2188.744464743519
라바2387,74,114,2708.29568087047
라바2388,74,115,3172.8734999391886
라바2389,74,115,2528.85799213237
라바2390,74,115,2173.2738534586856
라바2391,74,115,2247.468740579626
라바2392,74,115,2716.452141606396
라바2393,74,116,3320.0242334155796
라바2394,74,116,2670.775729856389
라바2395,74,116,2289.874469902913
라바2396,74,116,2313.8727658703206
라바2397,74,116,2732.121751562252
라바2398,74,116,3402.200957333768
라바2399,74,117,2813.5812430703427
라바2400,74,97,1640.3670312358302
라바2401,74,97,2591.3986885542304
라바2402,74,98,1673.1921899473366
라바2403,74,98,793.6644418518069
라바2404,74,98,678.4057694471031
라바2405,74,98,1513.461439805551
라바2406,74,98,2474.044597726053
라바2407,74,99,1738.5786182570844
라바2408,74,99,810.8228253299857
라바2409,74,99,540.5660887361403
라바2410,74,99,1388.1605593399047
라바2411,74,99,2358.340047728967
라바2412,74,100,1812.9576906396271
라바2413,74,100,851.2960038849116
라바2414,74,100,403.22969187730826
라바2415,74,100,1265.102162907217
라바2416,74,100,2244.631992281489
라바2417,74,101,1895.3741042412057
라바2418,74,101,912.2024682311634
라바2419,74,101,267.9247862104213
라바2420,74,101,1145.1873379865729
라바2421,74,101,2133.3364448918146
라바2422,74,102,1984.9254772181564
라바2423,74,102,989.9776702636688
라바2424,74,102,142.06486241022674
라바2425,74,102,1029.7130972472828
라바2426,74,102,2024.9532587577294
라바2427,74,103,2080.784872567232
라바2428,74,103,1081.1703407563825
라바2429,74,103,90.51478088087792
라바2430,74,103,920.5740303661375
라바2431,74,103,1920.0833745468437
라바2432,74,104,2182.2109224935716
라바2433,74,104,1182.8487924473657
라바2434,74,104,190.310329036914
라바2435,74,104,820.551507756878
라바2436,74,104,1819.4481395263874
라바2437,74,105,2288.549271091555
라바2438,74,105,1292.6945806647498
라바2439,74,105,323.5132015024105
라바2440,74,105,733.6636178881064
라바2441,74,105,1723.9094572740737
라바2442,74,106,2399.228582772584
라바2443,74,106,1408.9397286380217
라바2444,74,106,462.51975684960854
라바2445,74,106,665.3855213467302
라바2446,74,106,1634.4880723209635
라바2447,74,107,2513.753584366603
라바2448,74,107,1530.2564761731403
라바2449,74,107,603.6660358374733
라바2450,74,107,622.2061417067678
라바2451,74,107,1552.3750457706783
라바2452,74,107,2536.256312497893
라바2453,74,108,1655.6504917837533
라바2454,74,108,746.008615227676
라바2455,74,108,609.8189543168082
라바2456,74,108,1478.9284837659243
라바2457,74,108,2450.0162781386384
라바2458,74,109,1784.3739370123037
라바2459,74,109,889.2000452407935
라바2460,74,109,630.3674276353984
라바2461,74,109,1415.6445412571297
라바2462,74,109,2368.699187435701
라바2463,74,110,1915.8597285313606
라바2464,74,110,1033.0827726815553
라바2465,74,110,681.1765784395122
라바2466,74,110,1364.090556677859
라바2467,74,110,2292.9205312484914
라바2468,74,111,2049.6734473142137
라바2469,74,111,1177.5748312902228
라바2470,74,111,756.441488782484
라바2471,74,111,1325.7922041612424
라바2472,74,111,2223.341226910073
라바2473,74,112,2185.478613214918
라바2474,74,112,1322.6291401634892
라바2475,74,112,849.9287711328636
라바2476,74,112,1302.0791026620575
라바2477,74,112,2160.6575534265116
라바2478,74,113,2323.0116676568578
라바2479,74,113,1468.2165179812932
라바2480,74,113,956.5230155497206
라바2481,74,113,1293.9137586715542
라바2482,74,113,2105.585275044154
라바2483,74,114,2462.0638840775314
라바2484,74,114,1614.3177296787608
라바2485,74,114,1072.5133544303476
라바2486,74,114,1301.7480779734935
라바2487,74,114,2058.837347044184
라바2488,74,115,2602.468195961513
라바2489,74,115,1760.9194214235295
라바2490,74,115,1195.338323029084
라바2491,74,115,1325.4547160342322
라바2492,74,115,2021.095421303208
라바2493,74,116,2744.0895212156393
라바2494,74,116,1908.0118943991667
라바2495,74,116,1323.2503458877
라바2496,74,116,1364.3582984740985
라바2497,74,116,1992.9765817335528
라바2498,74,116,2842.962846057186
라바2499,74,117,2055.587815449098
라바2500,74,97,2227.5030904848427
라바2501,74,97,2997.717996075458
라바2502,74,98,2207.4070932741965
라바2503,74,98,1644.073361257463
라바2504,74,98,1591.6370060273127
라바2505,74,98,2088.932622349214
라바2506,74,98,2862.5112475716037
라바2507,74,99,2213.1007229933966
라바2508,74,99,1591.412219485977
라바2509,74,99,1472.1993392692007
라바2510,74,99,1949.9099817068632
라바2511,74,99,2727.0729691329216
라바2512,74,100,2228.0120364327863
라바2513,74,100,1549.8151285461183
라바2514,74,100,1356.3982567267883
라바2515,74,100,1810.4434619817655
라바2516,74,100,2591.4464739240843
라바2517,74,101,2252.0448162899033
라바2518,74,101,1520.3210853622659
라바2519,74,101,1245.4101937177052
라바2520,74,101,1670.543893058439
라바2521,74,101,2455.684679810036
라바2522,74,102,2284.9969654839947
라바2523,74,102,1503.7745076247365
라바2524,74,102,1140.8174294307455
라바2525,74,102,1530.2258149710876
라바2526,74,102,2319.852944114106
라바2527,74,103,2326.5737566801513
라바2528,74,103,1500.7361743822373
라바2529,74,103,1044.7357009914394
라바2530,74,103,1389.5093755540893
라바2531,74,103,2184.0329495177853
라바2532,74,104,2376.405067961618
라바2533,74,104,1511.4191353088029
라바2534,74,104,959.9346634649445
라바2535,74,104,1248.4235313648583
라바2536,74,104,2048.328115612694
라바2537,74,105,2434.0645896823826
라바2538,74,105,1535.6666107628935
라바2539,74,105,889.8727167850008
라바2540,74,105,1107.0117274648196
라바2541,74,105,1912.8712652478657
라바2542,74,106,2499.0890879795693
라바2543,74,106,1572.9779515937894
라바2544,74,106,838.4944858148039
라바2545,74,106,965.342617563045
라바2546,74,106,1777.835688646482
라바2547,74,107,2570.9961915700133
라바2548,74,107,1622.5748725471515
라바2549,74,107,809.6153512473053
라바2550,74,107,823.5319161569819
라바2551,74,107,1643.4514342940236
라바2552,74,107,2593.0022014716797
라바2553,74,108,1683.4901632647443
라바2554,74,108,805.9090723271989
라바2555,74,108,681.7915633897335
라바2556,74,108,1510.0298139306876
라바2557,74,108,2468.9148106019534
라바2558,74,109,1754.6589146302704
라바2559,74,109,827.9578975158811
라바2560,74,109,540.5558744721568
라바2561,74,109,1378.0010982556573
라바2562,74,109,2346.395831943374
라바2563,74,110,1834.9970366417751
라바2564,74,110,874.0455596176023
라바2565,74,110,400.8704979047454
라바2566,74,110,1247.9738266059705
라바2567,74,110,2225.7987752033428
라바2568,74,111,1923.4594784232283
라바2569,74,111,940.8600362431289
라바2570,74,111,265.9677620740644
라바2571,74,111,1120.8300911047804
라바2572,74,111,2107.553400459693
라바2573,74,112,2019.0773081962157
라바2574,74,112,1024.5507552399174
라바2575,74,112,150.7823718227518
라바2576,74,112,997.8809534419944
라바2577,74,112,1992.1840956176998
라바2578,74,113,2120.976905300853
라바2579,74,113,1121.5255540658898
라바2580,74,113,130.75207082879774
라바2581,74,113,881.1201051101017
라바2582,74,113,1880.3321981055515
라바2583,74,114,2228.3860293587445
라바2584,74,114,1228.8073318944187
라바2585,74,114,232.8746916127387
라바2586,74,114,773.6238007390778
라바2587,74,114,1772.7822619109838
라바2588,74,115,2340.631362552846
라바2589,74,115,1344.0802331413836
라바2590,74,115,366.80808453031756
라바2591,74,115,680.1063656754031
라바2592,74,115,1670.4912949152442
라바2593,74,116,2457.131191130064
라바2594,74,116,1465.5974137352548
라바2595,74,116,508.3875174221802
라바2596,74,116,607.4042777211134
라바2597,74,116,1574.6180633147605
라바2598,74,116,2567.0808584928423
라바2599,74,117,1592.056256131778
라바2600,75,97,2960.3637271834277
라바2601,75,98,3585.248478903432
라바2602,75,98,2980.226510584192
라바2603,74,98,2603.084936788057
라바2604,74,98,2570.2883748505847
라바2605,74,98,2904.602119336009
라바2606,74,98,3502.434098367935
라바2607,74,99,2961.9206620649175
라바2608,74,99,2531.353797986853
라바2609,74,99,2458.155831675009
라바2610,74,99,2770.7955779907766
라바2611,74,99,3363.3444927971073
라바2612,74,100,2939.6019596076903
라바2613,74,100,2465.593027875935
라바2614,74,100,2348.837643876535
라바2615,74,100,2637.2196676561703
라바2616,74,100,3223.7892104871826
라바2617,74,101,2924.2039453718508
라바2618,74,101,2406.3746720216222
라바2619,74,101,2242.8351277269676
라바2620,74,101,2503.9927632053805
라바2621,74,101,3083.772058081432
라바2622,74,102,2915.903481672945
라바2623,74,102,2354.2769063861956
라바2624,74,102,2140.7350114982264
라바2625,74,102,2371.2597974421246
라바2626,74,102,2943.297413527254
라바2627,74,103,2914.8285034699643
라바2628,74,103,2309.867707135539
라바2629,74,103,2043.2210953037447
라바2630,74,103,2239.199871409624
라바2631,74,103,2802.370368803438
라바2632,74,104,2921.0541904964857
라바2633,74,104,2273.68518915021
라바2634,74,104,1951.084594502497
라바2635,74,104,2108.036491726109
라바2636,74,104,2660.9969195759827
라바2637,74,105,2934.601009895152
라바2638,74,105,2246.2156174205475
라바2639,74,105,1865.2308470026699
라바2640,74,105,1978.0514718471366
라바2641,74,105,2519.184220723635
라바2642,74,106,2955.4347813687523
라바2643,74,106,2227.870757801225
라바2644,74,106,1786.6788967263938
