다사6817,23.9,45.9
다사6918,19.8,34.9
다사7726,59.7,139.1
다사6513,23.5,45.4
다사6614,34.7,76.6
다사6715,30.1,62.6
다사6917,51.2,114.6
다사7220,92.9,216.7
다사7523,49.1,103.3
다사7725,33.9,56.4
다사7826,20.8,42.8
다사6916,24.0,43.0
다사7017,23.1,45.4
다사7219,56.6,130.7
다사7320,61.8,136.9
다사7522,13.5,25.7
다사7623,43.0,92.8
다사7825,46.6,96.1
다사6713,48.3,111.7
다사7016,37.1,65.7
다사7218,64.3,150.0
다사7319,41.7,93.8
다사7420,34.5,73.0
다사7521,61.0,134.7
다사7622,29.8,58.2
다사7723,34.2,72.1
다사7015,23.3,46.2
다사7217,29.2,48.7
다사7318,196.9,459.4
다사7419,121.2,282.8
다사7520,21.4,36.5
다사7621,63.9,149.1
다사7722,41.6,83.0
다사7014,33.0,70.6
다사7115,41.8,91.2
다사7216,47.0,78.1
다사7418,62.9,140.7
다사7519,37.8,79.7
다사7620,55.6,122.1
다사7114,17.6,29.8
다사7215,47.6,105.6
다사7417,26.0,49.2
다사7518,60.2,140.5
다사7214,27.0,56.0
다사7315,45.2,99.8
다사7416,42.2,71.0
다사7517,45.2,95.0
다사7618,32.4,54.1
다사7719,52.6,115.5
다사7213,63.7,148.7
다사7314,39.5,81.0
다사7415,43.8,93.5
다사7516,15.9,27.3
다사7617,43.4,98.2
다사7313,32.3,64.7
다사7414,56.7,130.9
다사7616,46.3,96.1
다사7717,46.4,104.2
다사7110,33.5,66.2
다사7413,64.0,149.3
다사7716,35.0,73.0
다사7210,24.6,44.3
다사7310,64.3,150.0
다사7309,64.0,149.2
다사7410,56.5,130.5
다사7814,36.6,77.9
다사7914,58.5,132.7
다사8014,63.9,149.1
다사8013,32.9,65.7
다사8307,44.0,98.4
다사8506,45.5,95.2
다사8606,45.4,83.2
다사8504,79.2,153.2
다사8706,25.9,37.8
다사8604,63.8,148.9
다사8806,34.0,62.7
다사8906,37.1,78.3
마라3991,1024.6,2359.0
마라4791,425.9,982.4
마라3880,312.0,722.3
마라4284,76.5,162.7
마라4887,474.5,1085.0
다사6280,26.1,37.5
다사6279,203.2,420.5
다사6379,134.2,298.5
다사6378,50.9,73.1
다사4553,796.8,1847.2
다사4439,100.7,232.6
다사5544,172.8,400.0
다사5745,197.2,445.0
다사6249,1004.5,2338.9
다사5841,127.0,290.8
마사2374,119.0,275.6
마사2475,315.8,725.7
마사2373,169.2,379.9
나나7676,49.1,109.8
나나7777,49.1,109.8
나나7878,49.1,109.8
나나7979,49.1,109.8
나나8080,49.1,109.8
나나8181,49.1,109.8
나나8282,49.1,109.8
나나8383,49.1,109.8
나나8484,49.1,109.8
나나8585,49.1,109.8
나나8686,47.8,107.1
나나8787,47.8,107.1
나나8888,47.8,107.1
나나8989,47.8,107.1
나나9090,47.8,107.1
나나9191,47.8,107.1
나나9292,47.8,107.1
나나9393,47.8,107.1
나나9494,47.8,107.1
나나9595,47.8,107.1
나나9696,47.8,107.1
나나9797,47.8,107.1
나나9898,47.8,107.1
나나9999,47.8,107.1
나나7675,49.1,109.8
나나7776,49.1,109.8
나나7877,49.1,109.8
나나7978,49.1,109.8
나나8079,49.1,109.8
나나8180,49.1,109.8
나나8281,49.1,109.8
나나8382,49.1,109.8
나나8483,49.1,109.8
나나8584,49.1,109.8
나나8685,49.1,109.8
나나8786,47.8,107.1
나나8887,47.8,107.1
나나8988,47.8,107.1
나나9089,47.8,107.1
나나9190,47.8,107.1
나나9291,47.8,107.1
나나9392,47.8,107.1
나나9493,47.8,107.1
나나9594,47.8,107.1
나나9695,47.8,107.1
나나9796,47.8,107.1
나나9897,47.8,107.1
나나9998,47.8,107.1
다나0099,47.8,107.1
나나7775,49.1,109.8
나나7876,49.1,109.8
나나7977,49.1,109.8
나나8078,49.1,109.8
나나8179,49.1,109.8
나나8280,49.1,109.8
나나8381,49.1,109.8
나나8482,49.1,109.8
나나8583,49.1,109.8
나나8684,49.1,109.8
나나8785,49.1,109.8
나나8886,47.8,107.1
나나8987,47.8,107.1
나나9088,47.8,107.1
나나9189,47.8,107.1
나나9290,47.8,107.1
나나9391,47.8,107.1
나나9492,47.8,107.1
나나9593,47.8,107.1
나나9694,47.8,107.1
나나9795,47.8,107.1
나나9896,47.8,107.1
나나9997,47.8,107.1
다나0098,47.8,107.1
다나0199,46.6,104.3
나나7774,49.1,109.8
나나7875,49.1,109.8
나나7976,48.5,108.5
나나8077,48.5,108.5
나나8178,48.5,108.5
나나8279,49.1,109.8
나나8380,49.1,109.8
나나8481,49.1,109.8
나나8582,49.1,109.8
나나8683,49.1,109.8
나나8784,49.1,109.8
나나8885,49.1,109.8
나나8986,47.8,107.1
나나9087,47.8,107.1
나나9188,47.8,107.1
나나9289,47.8,107.1
나나9390,47.8,107.1
나나9491,47.8,107.1
나나9592,47.8,107.1
나나9693,47.8,107.1
나나9794,47.8,107.1
나나9895,47.8,107.1
나나9996,47.8,107.1
다나0097,47.8,107.1
다나0198,46.6,104.3
다나0299,46.6,104.3
나나7874,49.1,109.8
나나7975,48.5,108.5
나나8076,48.5,108.5
나나8177,48.5,108.5
나나8278,48.5,108.5
나나8379,49.1,109.8
나나8480,49.1,109.8
나나8581,49.1,109.8
나나8682,49.1,109.8
나나8783,49.1,109.8
나나8884,49.1,109.8
나나8985,49.1,109.8
나나9086,47.8,107.1
나나9187,47.8,107.1
나나9288,47.8,107.1
나나9389,47.8,107.1
나나9490,47.8,107.1
나나9591,47.8,107.1
나나9692,47.8,107.1
나나9793,47.8,107.1
나나9894,47.8,107.1
나나9995,47.8,107.1
다나0096,47.8,107.1
다나0197,46.6,104.3
다나0298,46.6,104.3
다나0399,46.6,104.3
